Question,Marks,Topic,Difficulty
"Which of the following function is correct that finds the length of a string?
A. int xstrlen(char *s)
{
int length=0;
while(*s!='\0')
{ length++; s++; }
return (length);
}
B. int xstrlen(char s)
{
int length=0;
while(*s!='\0')
length++; s++;
return (length);
}
C. int xstrlen(char *s)
{
int length=0;
while(*s!='\0')
length++;
return (length);
}
D. int xstrlen(char *s)
{
int length=0;
while(*s!='\0')
s++;
return (length);
} explain",5,STRING,5
Any function working with String knowns the String has ended when it encounters,1,STRING,2
Which string header should be included in your program to use String class?,1,STRING,2
"What is the length of the following string?

String str='Good morning!!!';

cout << str.length();",3,STRING,2
"What is the output of the following code?

String str1 = 'All' + ' ' + 'the' + ' ' + 'best!!';

cout << str1;",3,STRING,2
How to check if two strings are rotations of each other?,5,STRING,5
How do you count the number of words in String?,7,STRING,5
How do you remove a given character from String?,7,STRING,5
How to convert Integer to Roman String?,7,STRING,5
How to find the maximum occurring character in a given String?,7,STRING,5
How to remove all duplicates from a given string?,7,STRING,5
What Is The Difference Between The Strings And The Words Of A Language?,2,STRING,2
What Is Null String (Λ) ?,3,STRING,2
What Is The Concept Of Valid And Invalid Alphabets ?,1,STRING,2
Differentiate Kleene Star Closure And Plus?,3,STRING,2
Is String immutable in java?,1,STRING,2
How many different ways you can create a String object?,1,STRING,2
What is a leaf node?,2,TREE,2
What is a root node?,2,TREE,2
Algorithm to find the lowest common ancestor (LCA) of a binary tree,5,TREE,9
How do you check if a given binary tree is a subtree of another binary tree?,4,TREE,5
How do you find the distance between two nodes in a binary tree?,4,TREE,9
What is the Red-Black tree data structure?,2,TREE,2
How do you find if two trees are identical?,4,TREE,5
What is Binary Tree Data Structure?Explain its 5 types,6,TREE,9
"The maximum number of nodes in an ordinary binary tree of height h is € 2h +1 −1. In a BSTD of height h, is the maximum number of nodes € 3h +1 −1? Explain your answer.",4,TREE,5
How do we know that we account for all possible shared keys when we divide the inpet trees into two and calculate intersections recursively? What if a key on the left matches a key on the right half of the other tree?,4,TREE,5
What can we say about the height of such a tree?,2,TREE,2
Suppose that we were given the keys in the sequence one by one instead of all at once. Can you think of a way to select a uniformly random permutation?,2,TREE,2
State the properties of a binary tree,4,TREE,5
State the merits of linear representation of binary trees.,4,TREE,5
State the demerit of linear representation of binary trees.,4,TREE,5
What is the use of threaded binary tree?,2,TREE,2
. Define splay tree?What is the idea behind splaying?,6,TREE,9
"Two binary trees A and B are said to be isomorphic if, by swapping the left and right subtrees of some nodes of A, one can obtain a tree identical to B. For example, the following two binary trees are isomorphic. 5 5 / \ / \ 8 4 4 8 / \ / \ 2 6 2 6 / \ / \ 3 2 2 3 Write a recursive algorithm isIsomorphic( n1, n2) for checking if two trees are isomorphic. The arguments should be references to the root nodes of the two trees. To test if two non-null nodes are equal, assume each node has a key and check if the keys of the two nodes are equal. That way, our definition of “equal” does not involve other fields defined at each node, namely references to children",10,TREE,9
"Consider the binary tree (with null child references not shown): ""2"" / \ ""in"" ""november"" \ / \ ""can"" ""be"" ""quizzes"" / ""fun"" (a) What is the order of nodes visited in a pre-order traversal? (b) What is the order of nodes visited in a post-order traversal? last updated: 3rd Nov, 2017 at 16:15 2 COMP 250 Fall 2017 Exercises 9 - trees (c) Transform this binary tree into a binary search tree of height 2, defined by the natural ordering on strings. (d) Represent this binary tree using an array (of references to strings), such that the parent/child indices in the array are the same as that used in a heap",6,TREE,5
"Draw the binary tree whose in-order traversal is DBEAFC and whose pre-order traversal is ABDECF. (b) What is the post-order traversal of this tree? (c) Draw all binary search trees of height 2 that can be made from all the letters ABCDEF, assuming the natural ordering.",10,TREE,2
"How many binary search trees can you make from a,b,c,d assuming their natural ordering?",2,TREE,2
What is Spanning Trees? Explain Spanning Tree in detail with example.,4,TREE,5
What is Binary Tree? Explain Representation of Binary tree. Also explain different operation that can be performed on Binary tree.,6,TREE,5
"Explain Inorder, Preorder and Postorder Traversal operation on Binary tree with example",6,TREE,5
Construct a tree for the given inorder and postorder traversals. Inorder : DGBAHEICF Postorder : GDBHIEFCA,6,TREE,9
Discuss following with reference to trees. (i) Height of the tree (ii) Complete Binary Tree (iii) Expression tree (iv) Sibling (v) Full Binary Tree,10,TREE,9
"Define an AVL tree. Obtain an AVL tree by inserting one integer at a time in the following sequence. 150, 155, 160, 115, 110, 140, 120, 145, 130, 147, 170, 180. Show all the steps",10,TREE,9
"Considering the tree obtained after Q.2.(b) to be an AVL Tree, insert 50, 65, 55, and 70
 sequentially into it.",3,TREE,5
